# -0.75, -0.5, 0, 0.5, 0.75
1.612056916096648251e+00,1.764442736760991171e+00,1.960400251255817183e+00,1.804041607644508716e+00,1.632182689405059062e+00
1.621336361740106646e+00,1.773269104871872059e+00,1.960404006492180162e+00,1.804876815674896662e+00,1.635951643395616939e+00
1.602723292360041851e+00,1.749559062600261727e+00,1.959751678591028279e+00,1.811084619635605408e+00,1.650349917225762963e+00
1.604892104115258844e+00,1.764186217864060380e+00,1.960969113666124697e+00,1.804767065065245424e+00,1.632103587968929403e+00
1.610734787627331244e+00,1.768429208750178727e+00,1.961812543472872816e+00,1.804073453943815908e+00,1.631834935479776316e+00
1.609428820567771368e+00,1.773816002050736751e+00,1.961698658563532316e+00,1.794669913646162351e+00,1.614280483032735969e+00
1.601623027600997062e+00,1.769812510796113569e+00,1.960818508414007288e+00,1.796535037473884655e+00,1.632245491890566669e+00
1.623017398308892467e+00,1.768110859703730053e+00,1.960990998234416249e+00,1.798192529065239631e+00,1.625254367449607162e+00
1.587590337428103737e+00,1.757491046438319104e+00,1.960548301171278984e+00,1.802649730072847456e+00,1.637359753956651565e+00
1.629680491817703691e+00,1.774312288651632041e+00,1.962478538094542424e+00,1.794720908617420951e+00,1.621863682212874469e+00
1.601601343295062874e+00,1.763998016375952105e+00,1.960805974606217861e+00,1.800886893583628190e+00,1.630893107143196685e+00
1.598720220938280923e+00,1.768125203254011790e+00,1.961001012944798116e+00,1.794471398208045132e+00,1.621603257164302425e+00
1.580539762396952597e+00,1.769557398513135871e+00,1.961091020191408685e+00,1.792966504487736534e+00,1.616640860107220856e+00
1.594859921878283515e+00,1.764424200578569524e+00,1.962036340107393917e+00,1.801403164353210684e+00,1.629086865982517063e+00
1.606003589413720567e+00,1.772687783033666475e+00,1.961271287125897489e+00,1.788828676353504177e+00,1.616373353927697210e+00
1.604450045721154572e+00,1.769069095802355607e+00,1.961848695507244278e+00,1.819930328824418186e+00,1.629671389909801205e+00
1.600474135065019787e+00,1.777904843014354030e+00,1.961823729830090901e+00,1.798041726565070553e+00,1.622651851527187050e+00
1.625732729832140899e+00,1.772915531751664941e+00,1.962610560650209557e+00,1.798793508479183512e+00,1.624089739690233181e+00
1.581642407541072881e+00,1.758813226482075054e+00,1.961741743991188613e+00,1.806569224813729946e+00,1.627917582278364916e+00
1.612140509644744091e+00,1.769724144626711126e+00,1.962028083599955064e+00,1.800710923226150229e+00,1.629719329423473306e+00
1.625766256214843386e+00,1.773242200540736224e+00,1.962150223693239326e+00,1.797497790917912175e+00,1.623707894765288984e+00
1.623037381713552829e+00,1.770062014008122464e+00,1.962634033166198222e+00,1.809774188024307229e+00,1.636229723294640115e+00
1.629374610337865903e+00,1.776352613835508798e+00,1.961587934111275633e+00,1.794081027388401361e+00,1.620050972346486429e+00
1.597077215394294036e+00,1.764570883401058721e+00,1.961449247680354668e+00,1.805792617869057981e+00,1.628819481100406641e+00
1.602002672977867581e+00,1.771399955250328562e+00,1.961709264889661686e+00,1.794983956128451741e+00,1.628149854050229939e+00
1.605078051292466279e+00,1.767206610099642639e+00,1.961902975681794503e+00,1.800137639356241603e+00,1.625221420201020894e+00
1.592751929973272196e+00,1.765809101804888925e+00,1.960869498221828211e+00,1.791945419535668993e+00,1.619114875426703293e+00
1.616383690931841643e+00,1.782507286383946399e+00,1.962986896287105543e+00,1.784354417792285652e+00,1.612933224163184409e+00
1.628313207965377485e+00,1.775349373959862698e+00,1.962821670033420007e+00,1.803458535725501299e+00,1.638759701603937025e+00
1.605017808179880046e+00,1.773043666605926605e+00,1.962270184417401975e+00,1.794719634130123254e+00,1.620730118710253187e+00
1.630863173951402345e+00,1.778278634084082599e+00,1.963043754284873321e+00,1.791846890372105205e+00,1.630307546023324061e+00
1.599280705061732810e+00,1.766703594615856243e+00,1.962282905842147818e+00,1.798333236816579195e+00,1.624866254123533915e+00
1.603022715885568772e+00,1.770412970591366486e+00,1.961389008202738538e+00,1.796856278770952109e+00,1.627937859022792866e+00
1.614517169541274111e+00,1.764430702434487408e+00,1.961956100517772805e+00,1.804641433085846236e+00,1.629905919895750399e+00
1.595540591858194190e+00,1.761956778506844623e+00,1.961509516226374705e+00,1.801037597932265477e+00,1.630341303670287623e+00
1.629642732255988546e+00,1.778665755126043191e+00,1.961933702315713512e+00,1.792748303061793669e+00,1.618290662623430576e+00
1.600782711602508845e+00,1.767905163596125373e+00,1.961479542586598512e+00,1.799824999131018011e+00,1.626655232188874090e+00
1.600052743612994766e+00,1.770388799687000914e+00,1.960587327078426423e+00,1.797303430811540981e+00,1.625720219732534000e+00
1.606986997750189827e+00,1.776315157895749230e+00,1.961456589471279655e+00,1.787941188368644019e+00,1.618032077407416836e+00
1.613136360418225390e+00,1.775118168685598352e+00,1.961573225543743915e+00,1.793048001504451427e+00,1.621049495501960536e+00
1.604459607526878662e+00,1.772078909834903682e+00,1.962023697434128966e+00,1.795781809450592625e+00,1.619421042168034841e+00
1.607648461770299742e+00,1.767029234867889986e+00,1.962171649417342012e+00,1.797964688883544326e+00,1.622232265673065443e+00
1.626812393753687580e+00,1.776007992050269380e+00,1.962126923699358594e+00,1.805000443939865473e+00,1.627918623064420478e+00
1.605259674170951278e+00,1.773561124084591878e+00,1.963049119193686076e+00,1.801140885609962661e+00,1.623368307858682469e+00
1.628486666294361118e+00,1.776422460837796535e+00,1.962612601489408304e+00,1.799464642491122479e+00,1.623217684209683709e+00
1.599405595262900048e+00,1.766453242378714483e+00,1.961523412572860448e+00,1.798115528233253713e+00,1.624321577587227061e+00
1.600596954816643436e+00,1.769808984795527174e+00,1.963047385317320481e+00,1.800882761329776871e+00,1.625007077407678358e+00
1.602295035306269710e+00,1.769249295129572408e+00,1.962704345993824040e+00,1.797788733465029321e+00,1.639312242812357656e+00
1.627889797540877037e+00,1.777316009767862415e+00,1.963072697529977928e+00,1.798349846451779976e+00,1.624797627120744714e+00
1.628574054374617885e+00,1.786743406560784120e+00,1.962499214619759291e+00,1.779176777521785713e+00,1.622584305839850360e+00
1.625893737032881647e+00,1.775265230060597110e+00,1.961775177476332122e+00,1.797679516749649986e+00,1.620774024130654745e+00
1.630149255241265749e+00,1.779107862757371983e+00,1.963659892105665827e+00,1.797965797417931277e+00,1.625696823613788533e+00
1.603839536512869923e+00,1.768102032177890637e+00,1.963067709258496718e+00,1.802357622881315624e+00,1.624694919954070560e+00
1.644010601072910527e+00,1.791248005771440388e+00,1.962882831089383107e+00,1.787833126172507781e+00,1.628463920832742495e+00
1.643632992786686398e+00,1.794102127342097175e+00,1.962967197597087265e+00,1.792503860347661737e+00,1.611226551413906583e+00
