# -0.75, -0.5, 0, 0.5, 0.75
3.742486854133333907e+01,4.096259679954846433e+01,4.551186807305454352e+01,4.188190834643185667e+01,3.789210044415208500e+01
3.764029643961362126e+01,4.116750623106342744e+01,4.551195525311985790e+01,4.190129820198212940e+01,3.797959897241528182e+01
3.720818286611378767e+01,4.061706337370262787e+01,4.549681106949787335e+01,4.204541609561235305e+01,3.831386353834641767e+01
3.725853313229819719e+01,4.095664155944487561e+01,4.552507455522727753e+01,4.189875027572870891e+01,3.789026405685147836e+01
3.739417453564107063e+01,4.105514513866064874e+01,4.554465528424881882e+01,4.188264767737804561e+01,3.788402712812428774e+01
3.736385572677315281e+01,4.118020277720908240e+01,4.554201137774753505e+01,4.166433884724384740e+01,3.747648998189477965e+01
3.718263955957370115e+01,4.108725932563825722e+01,4.552157816393622625e+01,4.170763881597871148e+01,3.789355844153464403e+01
3.767932271217992479e+01,4.104775447453791060e+01,4.552558261861091182e+01,4.174611847776697715e+01,3.773125529296309821e+01
3.685686223759588387e+01,4.080120913769343360e+01,4.551530514067194133e+01,4.184959507347920038e+01,3.801228910395603577e+01
3.783401042584307561e+01,4.119172436842082874e+01,4.556011674898766017e+01,4.166552272609858676e+01,3.765253850078121189e+01
3.718213614540086098e+01,4.095227234897755153e+01,4.552128718406811458e+01,4.180866976668007595e+01,3.786216201819359384e+01
3.711524916121474860e+01,4.104808746866383018e+01,4.552581511612125098e+01,4.165973019223868334e+01,3.764649257702357232e+01
3.669317890790269132e+01,4.108133674092155019e+01,4.552790468835566884e+01,4.162479318158549546e+01,3.753128755190519428e+01
3.702563000235747381e+01,4.096216647095183561e+01,4.554985085739721029e+01,4.182065530235839645e+01,3.782022904590371581e+01
3.728433693039316665e+01,4.115401049579638482e+01,4.553208969339998191e+01,4.152873101875240280e+01,3.752507723544384532e+01
3.724827048144403108e+01,4.107000050050916684e+01,4.554549457541797608e+01,4.225077454185615977e+01,3.783379911958998321e+01
3.715596733001547136e+01,4.127512767348403599e+01,4.554491498224345492e+01,4.174261750724404862e+01,3.767083632431456408e+01
3.774236076269104245e+01,4.115929781893395045e+01,4.556318173183100129e+01,4.176007057544933332e+01,3.770421776075257725e+01
3.671877747651053170e+01,4.083190434071725861e+01,4.554301163180183210e+01,4.194058849558562230e+01,3.779308342314160996e+01
3.742680921570852348e+01,4.108520785199587522e+01,4.554965917762311278e+01,4.180458450924901115e+01,3.783491206416358921e+01
3.774313909778131659e+01,4.116688163087351171e+01,4.555249473317276454e+01,4.172998971483388431e+01,3.769535300171303760e+01
3.767978663890915669e+01,4.109305169240696642e+01,4.556372666037319163e+01,4.201499363949710641e+01,3.798605476411903936e+01
3.782690920375975452e+01,4.123909174175962988e+01,4.553944084315373431e+01,4.165066749943816404e+01,3.761045535360708669e+01
3.707710580170777348e+01,4.096557180068561621e+01,4.553622115444803597e+01,4.192255909940089964e+01,3.781402154543459204e+01
3.719145325478498165e+01,4.112411280110952561e+01,4.554225760997243100e+01,4.167162953189568242e+01,3.779847575168852103e+01
3.726285000758537791e+01,4.102676177742926455e+01,4.554675472223826915e+01,4.179127538023876554e+01,3.773049040281881616e+01
3.697669170548749662e+01,4.099431778386157532e+01,4.552276192291866863e+01,4.160108808177227502e+01,3.758872330195617195e+01
